# Force coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
19            	1.198412e-02	-1.906941e-22	-1.555337e-02	-7.776684e-03	3.896702e-03	-5.992058e-03	-1.784625e-03	1.376874e-02	-5.992058e-03	5.992058e-03	-3.879982e-03	-1.167339e-02
20            	1.233848e-02	-1.717827e-22	-1.520520e-02	-7.602599e-03	4.737488e-03	-6.169241e-03	-1.433358e-03	1.377184e-02	-6.169241e-03	6.169241e-03	-2.865111e-03	-1.234009e-02
21            	1.430676e-02	-1.605593e-22	-1.611687e-02	-8.058434e-03	5.314796e-03	-7.153382e-03	-9.050513e-04	1.521182e-02	-7.153382e-03	7.153382e-03	-2.743638e-03	-1.337323e-02
22            	1.521857e-02	-1.516891e-22	-1.743674e-02	-8.718369e-03	5.683809e-03	-7.609287e-03	-1.109082e-03	1.632766e-02	-7.609287e-03	7.609287e-03	-3.034560e-03	-1.440218e-02
23            	1.549994e-02	-1.465440e-22	-1.898055e-02	-9.490277e-03	6.141854e-03	-7.749968e-03	-1.740308e-03	1.724024e-02	-7.749968e-03	7.749968e-03	-3.348423e-03	-1.563213e-02
24            	1.504560e-02	-1.478916e-22	-2.006791e-02	-1.003396e-02	6.347601e-03	-7.522801e-03	-2.511154e-03	1.755676e-02	-7.522801e-03	7.522801e-03	-3.686355e-03	-1.638156e-02
25            	1.401799e-02	-1.370879e-22	-2.136413e-02	-1.068206e-02	7.099704e-03	-7.008997e-03	-3.673066e-03	1.769106e-02	-7.008997e-03	7.008997e-03	-3.582359e-03	-1.778177e-02
26            	1.345226e-02	-1.340908e-22	-2.226010e-02	-1.113005e-02	7.776344e-03	-6.726132e-03	-4.403918e-03	1.785618e-02	-6.726132e-03	6.726132e-03	-3.353706e-03	-1.890639e-02
27            	1.281244e-02	-1.276323e-22	-2.312721e-02	-1.156360e-02	8.571944e-03	-6.406221e-03	-5.157383e-03	1.796983e-02	-6.406221e-03	6.406221e-03	-2.991661e-03	-2.013555e-02
28            	1.259461e-02	-1.182493e-22	-2.363623e-02	-1.181812e-02	8.970526e-03	-6.297305e-03	-5.520811e-03	1.811542e-02	-6.297305e-03	6.297305e-03	-2.847590e-03	-2.078864e-02
29            	1.251086e-02	-1.132254e-22	-2.398941e-02	-1.199470e-02	9.088246e-03	-6.255428e-03	-5.739276e-03	1.825013e-02	-6.255428e-03	6.255428e-03	-2.906459e-03	-2.108295e-02
30            	1.223153e-02	-1.121525e-22	-2.356714e-02	-1.178357e-02	8.941683e-03	-6.115767e-03	-5.667802e-03	1.789934e-02	-6.115767e-03	6.115767e-03	-2.841886e-03	-2.072525e-02
31            	1.216120e-02	-1.149330e-22	-2.240105e-02	-1.120053e-02	8.482797e-03	-6.080602e-03	-5.119924e-03	1.728113e-02	-6.080602e-03	6.080602e-03	-2.717729e-03	-1.968332e-02
32            	1.144089e-02	-1.196830e-22	-2.078907e-02	-1.039454e-02	7.911265e-03	-5.720444e-03	-4.674093e-03	1.611498e-02	-5.720444e-03	5.720444e-03	-2.483272e-03	-1.830580e-02
33            	1.091645e-02	-1.256773e-22	-1.886433e-02	-9.432167e-03	7.170374e-03	-5.458226e-03	-3.973941e-03	1.489039e-02	-5.458226e-03	5.458226e-03	-2.261793e-03	-1.660254e-02
34            	1.058421e-02	-1.322329e-22	-1.712906e-02	-8.564528e-03	6.470890e-03	-5.292107e-03	-3.272421e-03	1.385663e-02	-5.292107e-03	5.292107e-03	-2.093638e-03	-1.503542e-02
35            	1.025648e-02	-1.390475e-22	-1.525121e-02	-7.625607e-03	5.650091e-03	-5.128240e-03	-2.497367e-03	1.275385e-02	-5.128240e-03	5.128240e-03	-1.975516e-03	-1.327570e-02
36            	9.925976e-03	-1.438708e-22	-1.373784e-02	-6.868918e-03	4.933447e-03	-4.962988e-03	-1.905930e-03	1.183191e-02	-4.962988e-03	4.962988e-03	-1.935471e-03	-1.180237e-02
37            	9.589886e-03	-1.494019e-22	-1.191410e-02	-5.957048e-03	4.146153e-03	-4.794943e-03	-1.162105e-03	1.075199e-02	-4.794943e-03	4.794943e-03	-1.810895e-03	-1.010320e-02
38            	9.296465e-03	-1.540830e-22	-1.075996e-02	-5.379981e-03	3.595238e-03	-4.648232e-03	-7.317486e-04	1.002821e-02	-4.648232e-03	4.648232e-03	-1.784743e-03	-8.975219e-03
39            	9.017687e-03	-1.589288e-22	-9.778011e-03	-4.889006e-03	3.113700e-03	-4.508843e-03	-3.801623e-04	9.397849e-03	-4.508843e-03	4.508843e-03	-1.775306e-03	-8.002706e-03
40            	8.764186e-03	-1.640418e-22	-9.416289e-03	-4.708144e-03	2.836598e-03	-4.382093e-03	-3.260513e-04	9.090238e-03	-4.382093e-03	4.382093e-03	-1.871547e-03	-7.544742e-03
41            	8.484174e-03	-1.686316e-22	-8.877803e-03	-4.438901e-03	2.605069e-03	-4.242087e-03	-1.968141e-04	8.680988e-03	-4.242087e-03	4.242087e-03	-1.833833e-03	-7.043970e-03
42            	8.230437e-03	-1.716843e-22	-8.735121e-03	-4.367560e-03	2.588640e-03	-4.115219e-03	-2.523418e-04	8.482779e-03	-4.115219e-03	4.115219e-03	-1.778921e-03	-6.956200e-03
43            	7.984513e-03	-1.722615e-22	-8.554403e-03	-4.277202e-03	2.607192e-03	-3.992256e-03	-2.849454e-04	8.269458e-03	-3.992256e-03	3.992256e-03	-1.670010e-03	-6.884393e-03
44            	7.786508e-03	-1.707025e-22	-8.601338e-03	-4.300669e-03	2.720662e-03	-3.893254e-03	-4.074153e-04	8.193923e-03	-3.893254e-03	3.893254e-03	-1.580007e-03	-7.021331e-03
45            	7.620494e-03	-1.678593e-22	-8.706471e-03	-4.353236e-03	2.824506e-03	-3.810247e-03	-5.429885e-04	8.163483e-03	-3.810247e-03	3.810247e-03	-1.528730e-03	-7.177742e-03
46            	7.479839e-03	-1.636217e-22	-9.147699e-03	-4.573849e-03	3.023299e-03	-3.739919e-03	-8.339299e-04	8.313769e-03	-3.739919e-03	3.739919e-03	-1.550551e-03	-7.597148e-03
47            	7.331101e-03	-1.593052e-22	-9.494705e-03	-4.747353e-03	3.171829e-03	-3.665551e-03	-1.081802e-03	8.412903e-03	-3.665551e-03	3.665551e-03	-1.575524e-03	-7.919181e-03
48            	7.201330e-03	-1.553475e-22	-9.959283e-03	-4.979641e-03	3.351737e-03	-3.600665e-03	-1.378976e-03	8.580307e-03	-3.600665e-03	3.600665e-03	-1.627905e-03	-8.331378e-03
49            	7.065789e-03	-1.519265e-22	-1.040348e-02	-5.201741e-03	3.483183e-03	-3.532895e-03	-1.668846e-03	8.734635e-03	-3.532895e-03	3.532895e-03	-1.718558e-03	-8.684923e-03
50            	6.956943e-03	-1.512678e-22	-1.038654e-02	-5.193268e-03	3.473014e-03	-3.478472e-03	-1.714796e-03	8.671739e-03	-3.478472e-03	3.478472e-03	-1.720253e-03	-8.666282e-03
51            	6.852331e-03	-1.503444e-22	-1.053643e-02	-5.268213e-03	3.452469e-03	-3.426166e-03	-1.842048e-03	8.694379e-03	-3.426166e-03	3.426166e-03	-1.815744e-03	-8.720683e-03
52            	6.773303e-03	-1.516661e-22	-1.039316e-02	-5.196581e-03	3.337120e-03	-3.386652e-03	-1.809930e-03	8.583233e-03	-3.386652e-03	3.386652e-03	-1.859462e-03	-8.533701e-03
53            	6.702396e-03	-1.533501e-22	-1.020847e-02	-5.104235e-03	3.174700e-03	-3.351198e-03	-1.753037e-03	8.455434e-03	-3.351198e-03	3.351198e-03	-1.929536e-03	-8.278935e-03
54            	6.630684e-03	-1.553766e-22	-9.983992e-03	-4.991996e-03	2.988267e-03	-3.315342e-03	-1.676654e-03	8.307338e-03	-3.315342e-03	3.315342e-03	-2.003729e-03	-7.980263e-03
55            	6.562765e-03	-1.576536e-22	-9.628584e-03	-4.814292e-03	2.742812e-03	-3.281383e-03	-1.532909e-03	8.095675e-03	-3.281383e-03	3.281383e-03	-2.071480e-03	-7.557104e-03
56            	6.503053e-03	-1.599048e-22	-9.187005e-03	-4.593502e-03	2.471524e-03	-3.251527e-03	-1.341976e-03	7.845029e-03	-3.251527e-03	3.251527e-03	-2.121978e-03	-7.065027e-03
57            	6.448471e-03	-1.617427e-22	-8.704382e-03	-4.352191e-03	2.191483e-03	-3.224236e-03	-1.127955e-03	7.576427e-03	-3.224236e-03	3.224236e-03	-2.160708e-03	-6.543674e-03
58            	6.392343e-03	-1.630677e-22	-8.202017e-03	-4.101009e-03	1.912440e-03	-3.196171e-03	-9.048374e-04	7.297180e-03	-3.196171e-03	3.196171e-03	-2.188568e-03	-6.013449e-03
59            	6.340347e-03	-1.638691e-22	-7.723870e-03	-3.861935e-03	1.649259e-03	-3.170174e-03	-6.917614e-04	7.032109e-03	-3.170174e-03	3.170174e-03	-2.212676e-03	-5.511194e-03
60            	6.299096e-03	-1.647652e-22	-7.126704e-03	-3.563352e-03	1.347974e-03	-3.149548e-03	-4.138038e-04	6.712900e-03	-3.149548e-03	3.149548e-03	-2.215378e-03	-4.911326e-03
61            	6.262543e-03	-1.654828e-22	-6.518481e-03	-3.259240e-03	1.048458e-03	-3.131271e-03	-1.279690e-04	6.390512e-03	-3.131271e-03	3.131271e-03	-2.210782e-03	-4.307698e-03
62            	6.224589e-03	-1.662588e-22	-5.859563e-03	-2.929782e-03	7.341653e-04	-3.112294e-03	1.825127e-04	6.042076e-03	-3.112294e-03	3.112294e-03	-2.195616e-03	-3.663947e-03
63            	6.188623e-03	-1.672589e-22	-5.118572e-03	-2.559286e-03	3.875588e-04	-3.094312e-03	5.350255e-04	5.653598e-03	-3.094312e-03	3.094312e-03	-2.171727e-03	-2.946845e-03
64            	6.162367e-03	-1.684799e-22	-4.356741e-03	-2.178371e-03	4.128466e-05	-3.081184e-03	9.028128e-04	5.259554e-03	-3.081184e-03	3.081184e-03	-2.137086e-03	-2.219655e-03
65            	6.141571e-03	-1.698486e-22	-3.590322e-03	-1.795161e-03	-2.993350e-04	-3.070786e-03	1.275625e-03	4.865947e-03	-3.070786e-03	3.070786e-03	-2.094496e-03	-1.495826e-03
66            	6.127835e-03	-1.712939e-22	-2.834067e-03	-1.417033e-03	-6.278416e-04	-3.063918e-03	1.646884e-03	4.480951e-03	-3.063918e-03	3.063918e-03	-2.044875e-03	-7.891918e-04
67            	6.114252e-03	-1.727937e-22	-2.082645e-03	-1.041323e-03	-9.456795e-04	-3.057126e-03	2.015804e-03	4.098449e-03	-3.057126e-03	3.057126e-03	-1.987002e-03	-9.564308e-05
68            	6.099804e-03	-1.743368e-22	-1.328651e-03	-6.643255e-04	-1.256859e-03	-3.049902e-03	2.385576e-03	3.714227e-03	-3.049902e-03	3.049902e-03	-1.921185e-03	5.925338e-04
69            	6.087192e-03	-1.758979e-22	-5.672517e-04	-2.836259e-04	-1.562980e-03	-3.043596e-03	2.759970e-03	3.327222e-03	-3.043596e-03	3.043596e-03	-1.846605e-03	1.279354e-03
70            	6.080186e-03	-1.774696e-22	1.971707e-04	9.858536e-05	-1.860809e-03	-3.040093e-03	3.138678e-03	2.941508e-03	-3.040093e-03	3.040093e-03	-1.762223e-03	1.959394e-03
71            	6.079619e-03	-1.790251e-22	9.598909e-04	4.799454e-04	-2.146692e-03	-3.039809e-03	3.519755e-03	2.559864e-03	-3.039809e-03	3.039809e-03	-1.666746e-03	2.626637e-03
72            	6.082654e-03	-1.805182e-22	1.722926e-03	8.614629e-04	-2.426091e-03	-3.041327e-03	3.902790e-03	2.179864e-03	-3.041327e-03	3.041327e-03	-1.564628e-03	3.287554e-03
73            	6.088460e-03	-1.820105e-22	2.502525e-03	1.251263e-03	-2.705855e-03	-3.044230e-03	4.295492e-03	1.792967e-03	-3.044230e-03	3.044230e-03	-1.454592e-03	3.957118e-03
74            	6.103825e-03	-1.834392e-22	3.211033e-03	1.605516e-03	-2.940127e-03	-3.051913e-03	4.657429e-03	1.446396e-03	-3.051913e-03	3.051913e-03	-1.334610e-03	4.545643e-03
75            	6.136489e-03	-1.848164e-22	3.827742e-03	1.913871e-03	-3.119320e-03	-3.068245e-03	4.982116e-03	1.154374e-03	-3.068245e-03	3.068245e-03	-1.205449e-03	5.033191e-03
76            	6.176267e-03	-1.862303e-22	4.453424e-03	2.226712e-03	-3.298821e-03	-3.088134e-03	5.314846e-03	8.614215e-04	-3.088134e-03	3.088134e-03	-1.072109e-03	5.525533e-03
77            	6.213952e-03	-1.876781e-22	5.118326e-03	2.559163e-03	-3.493498e-03	-3.106976e-03	5.666139e-03	5.478126e-04	-3.106976e-03	3.106976e-03	-9.343348e-04	6.052661e-03
78            	6.249567e-03	-1.891215e-22	5.788696e-03	2.894348e-03	-3.682895e-03	-3.124783e-03	6.019131e-03	2.304356e-04	-3.124783e-03	3.124783e-03	-7.885473e-04	6.577243e-03
79            	6.289622e-03	-1.905354e-22	6.421900e-03	3.210950e-03	-3.844153e-03	-3.144811e-03	6.355761e-03	-6.613899e-05	-3.144811e-03	3.144811e-03	-6.332034e-04	7.055103e-03
80            	6.334638e-03	-1.918954e-22	7.029712e-03	3.514856e-03	-3.983133e-03	-3.167319e-03	6.682175e-03	-3.475368e-04	-3.167319e-03	3.167319e-03	-4.682771e-04	7.497989e-03
81            	6.383109e-03	-1.930885e-22	7.591127e-03	3.795564e-03	-4.088981e-03	-3.191555e-03	6.987118e-03	-6.040090e-04	-3.191555e-03	3.191555e-03	-2.934179e-04	7.884545e-03
82            	6.435918e-03	-1.941297e-22	8.141907e-03	4.070953e-03	-4.182152e-03	-3.217959e-03	7.288912e-03	-8.529946e-04	-3.217959e-03	3.217959e-03	-1.111987e-04	8.253106e-03
83            	6.496562e-03	-1.949060e-22	8.619693e-03	4.309846e-03	-4.229673e-03	-3.248281e-03	7.558127e-03	-1.061566e-03	-3.248281e-03	3.248281e-03	8.017370e-05	8.539519e-03
84            	6.564438e-03	-1.953283e-22	8.988830e-03	4.494415e-03	-4.213413e-03	-3.282219e-03	7.776634e-03	-1.212196e-03	-3.282219e-03	3.282219e-03	2.810020e-04	8.707828e-03
85            	6.636963e-03	-1.954238e-22	9.263240e-03	4.631620e-03	-4.140417e-03	-3.318481e-03	7.950101e-03	-1.313138e-03	-3.318481e-03	3.318481e-03	4.912032e-04	8.772036e-03
86            	6.711095e-03	-1.953061e-22	9.523739e-03	4.761869e-03	-4.058960e-03	-3.355548e-03	8.117417e-03	-1.406322e-03	-3.355548e-03	3.355548e-03	7.029090e-04	8.820830e-03
87            	6.785707e-03	-1.949665e-22	9.795402e-03	4.897701e-03	-3.992336e-03	-3.392854e-03	8.290554e-03	-1.504847e-03	-3.392854e-03	3.392854e-03	9.053651e-04	8.890037e-03
88            	6.859364e-03	-1.944868e-22	1.013211e-02	5.066056e-03	-3.964206e-03	-3.429682e-03	8.495738e-03	-1.636374e-03	-3.429682e-03	3.429682e-03	1.101850e-03	9.030262e-03
89            	6.936445e-03	-1.939496e-22	1.051772e-02	5.258860e-03	-3.956696e-03	-3.468223e-03	8.727082e-03	-1.790637e-03	-3.468223e-03	3.468223e-03	1.302163e-03	9.215556e-03
90            	7.019526e-03	-1.935498e-22	1.093526e-02	5.467630e-03	-3.952335e-03	-3.509763e-03	8.977392e-03	-1.957867e-03	-3.509763e-03	3.509763e-03	1.515295e-03	9.419964e-03
91            	7.109306e-03	-1.935970e-22	1.142481e-02	5.712404e-03	-3.961727e-03	-3.554653e-03	9.267057e-03	-2.157751e-03	-3.554653e-03	3.554653e-03	1.750678e-03	9.674131e-03
92            	7.203004e-03	-1.936980e-22	1.185287e-02	5.926433e-03	-3.935659e-03	-3.601502e-03	9.527935e-03	-2.324930e-03	-3.601502e-03	3.601502e-03	1.990774e-03	9.862092e-03
93            	7.298558e-03	-1.934117e-22	1.213261e-02	6.066303e-03	-3.845074e-03	-3.649279e-03	9.715582e-03	-2.417024e-03	-3.649279e-03	3.649279e-03	2.221229e-03	9.911377e-03
94            	7.393687e-03	-1.929129e-22	1.240520e-02	6.202599e-03	-3.758746e-03	-3.696843e-03	9.899442e-03	-2.505755e-03	-3.696843e-03	3.696843e-03	2.443852e-03	9.961345e-03
95            	7.486339e-03	-1.928005e-22	1.292947e-02	6.464733e-03	-3.792737e-03	-3.743169e-03	1.020790e-02	-2.721563e-03	-3.743169e-03	3.743169e-03	2.671996e-03	1.025747e-02
96            	7.578958e-03	-1.933831e-22	1.377527e-02	6.887637e-03	-3.968656e-03	-3.789479e-03	1.067712e-02	-3.098158e-03	-3.789479e-03	3.789479e-03	2.918981e-03	1.085629e-02
97            	7.689546e-03	-1.941472e-22	1.451422e-02	7.257108e-03	-4.053032e-03	-3.844773e-03	1.110188e-02	-3.412335e-03	-3.844773e-03	3.844773e-03	3.204077e-03	1.131014e-02
98            	7.813799e-03	-1.946154e-22	1.490797e-02	7.453983e-03	-3.945666e-03	-3.906900e-03	1.136088e-02	-3.547083e-03	-3.906900e-03	3.906900e-03	3.508316e-03	1.139965e-02
99            	7.931478e-03	-1.950165e-22	1.523205e-02	7.616026e-03	-3.810355e-03	-3.965739e-03	1.158177e-02	-3.650287e-03	-3.965739e-03	3.965739e-03	3.805671e-03	1.142638e-02
100           	8.034398e-03	-1.955984e-22	1.574286e-02	7.871432e-03	-3.787333e-03	-4.017199e-03	1.188863e-02	-3.854233e-03	-4.017199e-03	4.017199e-03	4.084099e-03	1.165877e-02
101           	8.133072e-03	-1.968103e-22	1.655737e-02	8.278684e-03	-3.922209e-03	-4.066536e-03	1.234522e-02	-4.212148e-03	-4.066536e-03	4.066536e-03	4.356475e-03	1.220089e-02
102           	8.244581e-03	-1.988708e-22	1.757775e-02	8.788877e-03	-4.147881e-03	-4.122291e-03	1.291117e-02	-4.666587e-03	-4.122291e-03	4.122291e-03	4.640996e-03	1.293676e-02
103           	8.372063e-03	-2.015716e-22	1.872751e-02	9.363756e-03	-4.411527e-03	-4.186032e-03	1.354979e-02	-5.177724e-03	-4.186032e-03	4.186032e-03	4.952229e-03	1.377528e-02
104           	8.506370e-03	-2.045813e-22	2.003606e-02	1.001803e-02	-4.742187e-03	-4.253185e-03	1.427122e-02	-5.764845e-03	-4.253185e-03	4.253185e-03	5.275844e-03	1.476022e-02
105           	8.642025e-03	-2.075546e-22	2.153798e-02	1.076899e-02	-5.165457e-03	-4.321012e-03	1.509000e-02	-6.447975e-03	-4.321012e-03	4.321012e-03	5.603530e-03	1.593445e-02
106           	8.783729e-03	-2.109324e-22	2.325730e-02	1.162865e-02	-5.688467e-03	-4.391864e-03	1.602051e-02	-7.236783e-03	-4.391864e-03	4.391864e-03	5.940180e-03	1.731712e-02
107           	8.937444e-03	-2.154199e-22	2.514103e-02	1.257052e-02	-6.257759e-03	-4.468722e-03	1.703924e-02	-8.101793e-03	-4.468722e-03	4.468722e-03	6.312756e-03	1.882827e-02
108           	9.100731e-03	-2.207918e-22	2.720202e-02	1.360101e-02	-6.858064e-03	-4.550366e-03	1.815137e-02	-9.050642e-03	-4.550366e-03	4.550366e-03	6.742944e-03	2.045907e-02
109           	9.276265e-03	-2.264151e-22	2.930279e-02	1.465139e-02	-7.395539e-03	-4.638133e-03	1.928953e-02	-1.001326e-02	-4.638133e-03	4.638133e-03	7.255854e-03	2.204693e-02
110           	9.471278e-03	-2.316728e-22	3.130340e-02	1.565170e-02	-7.808255e-03	-4.735639e-03	2.038734e-02	-1.091606e-02	-4.735639e-03	4.735639e-03	7.843446e-03	2.345996e-02
111           	9.681777e-03	-2.356742e-22	3.287328e-02	1.643664e-02	-7.980014e-03	-4.840889e-03	2.127753e-02	-1.159575e-02	-4.840889e-03	4.840889e-03	8.456625e-03	2.441665e-02
112           	9.883065e-03	-2.388885e-22	3.406359e-02	1.703180e-02	-7.956201e-03	-4.941532e-03	2.197333e-02	-1.209026e-02	-4.941532e-03	4.941532e-03	9.075594e-03	2.498800e-02
113           	1.005680e-02	-2.420949e-22	3.506055e-02	1.753028e-02	-7.839378e-03	-5.028399e-03	2.255867e-02	-1.250188e-02	-5.028399e-03	5.028399e-03	9.690897e-03	2.536965e-02
114           	1.020630e-02	-2.448190e-22	3.579641e-02	1.789820e-02	-7.588952e-03	-5.103152e-03	2.300136e-02	-1.279505e-02	-5.103152e-03	5.103152e-03	1.030925e-02	2.548716e-02
115           	1.033889e-02	-2.465198e-22	3.629763e-02	1.814881e-02	-7.183268e-03	-5.169444e-03	2.331826e-02	-1.297937e-02	-5.169444e-03	5.169444e-03	1.096555e-02	2.533208e-02
116           	1.047101e-02	-2.466924e-22	3.629504e-02	1.814752e-02	-6.476651e-03	-5.235507e-03	2.338303e-02	-1.291201e-02	-5.235507e-03	5.235507e-03	1.167087e-02	2.462417e-02
117           	1.058228e-02	-2.454981e-22	3.568007e-02	1.784003e-02	-5.461821e-03	-5.291139e-03	2.313117e-02	-1.254889e-02	-5.291139e-03	5.291139e-03	1.237821e-02	2.330185e-02
118           	1.065404e-02	-2.429408e-22	3.459375e-02	1.729687e-02	-4.232018e-03	-5.327022e-03	2.262390e-02	-1.196985e-02	-5.327022e-03	5.327022e-03	1.306486e-02	2.152889e-02
119           	1.068292e-02	-2.402510e-22	3.306944e-02	1.653472e-02	-2.821465e-03	-5.341458e-03	2.187618e-02	-1.119326e-02	-5.341458e-03	5.341458e-03	1.371326e-02	1.935619e-02
120           	1.066757e-02	-2.365463e-22	3.121009e-02	1.560505e-02	-1.280228e-03	-5.333785e-03	2.093883e-02	-1.027126e-02	-5.333785e-03	5.333785e-03	1.432482e-02	1.688527e-02
121           	1.062168e-02	-2.308578e-22	2.898432e-02	1.449216e-02	4.421700e-04	-5.310841e-03	1.980300e-02	-9.181320e-03	-5.310841e-03	5.310841e-03	1.493433e-02	1.404999e-02
122           	1.056490e-02	-2.224933e-22	2.617188e-02	1.308594e-02	2.484995e-03	-5.282449e-03	1.836839e-02	-7.803489e-03	-5.282449e-03	5.282449e-03	1.557093e-02	1.060094e-02
123           	1.050382e-02	-2.121745e-22	2.258378e-02	1.129189e-02	4.903771e-03	-5.251912e-03	1.654380e-02	-6.039976e-03	-5.251912e-03	5.251912e-03	1.619566e-02	6.388117e-03
124           	1.045268e-02	-2.005690e-22	1.817593e-02	9.087965e-03	7.691501e-03	-5.226339e-03	1.431430e-02	-3.861627e-03	-5.226339e-03	5.226339e-03	1.677947e-02	1.396465e-03
125           	1.040228e-02	-1.874749e-22	1.281040e-02	6.405198e-03	1.083733e-02	-5.201142e-03	1.160634e-02	-1.204056e-03	-5.201142e-03	5.201142e-03	1.724253e-02	-4.432131e-03
