# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	cellDisplacement_solver	cellDisplacementx_initial	cellDisplacementx_final	cellDisplacementx_iters	cellDisplacementy_initial	cellDisplacementy_final	cellDisplacementy_iters	cellDisplacement_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.00923077    	DILUPBiCGStab	1.029060e-06	5.488150e-11	1	1.716360e-05	1.342730e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.936160e-03	4.730970e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00948718    	DILUPBiCGStab	1.025820e-06	5.449640e-11	1	1.712410e-05	1.337100e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.793250e-03	4.247040e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.00974359    	DILUPBiCGStab	1.022510e-06	5.418610e-11	1	1.708100e-05	1.332510e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.651620e-03	4.771300e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01          	DILUPBiCGStab	1.019310e-06	5.393610e-11	1	1.703940e-05	1.327890e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.781610e-03	3.313230e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01025       	DILUPBiCGStab	9.910920e-07	4.993760e-11	1	1.659040e-05	1.228700e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	7.162730e-03	5.787760e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0105        	DILUPBiCGStab	9.890400e-07	4.970490e-11	1	1.655920e-05	1.223430e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.237490e-03	4.043450e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01075       	DILUPBiCGStab	9.862060e-07	4.947780e-11	1	1.653380e-05	1.219220e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.082480e-03	4.050170e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.011         	DILUPBiCGStab	9.835050e-07	4.921540e-11	1	1.650970e-05	1.214850e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.944170e-03	3.819130e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01125       	DILUPBiCGStab	9.808330e-07	4.898320e-11	1	1.648740e-05	1.211000e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.077790e-03	4.164360e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0115        	DILUPBiCGStab	9.782290e-07	4.875100e-11	1	1.646760e-05	1.207260e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.137160e-03	4.372100e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01175       	DILUPBiCGStab	9.757710e-07	4.854170e-11	1	1.644930e-05	1.203370e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	5.090650e-03	4.341600e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.012         	DILUPBiCGStab	9.733880e-07	4.832110e-11	1	1.643430e-05	1.200180e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.767640e-03	4.705470e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
