# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
387           	DILUPBiCGStab	6.717370e-04	4.004340e-06	4	1.099610e-02	6.073280e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.561030e-02	2.989640e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
388           	DILUPBiCGStab	7.152940e-04	4.348750e-06	4	1.080740e-02	7.998360e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.711120e-02	3.545760e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
389           	DILUPBiCGStab	7.088310e-04	4.263880e-06	4	1.039640e-02	7.813390e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.943770e-02	3.198640e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
390           	DILUPBiCGStab	6.932930e-04	3.789360e-06	4	9.908210e-03	7.382960e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.272370e-02	3.817790e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
391           	DILUPBiCGStab	6.956320e-04	4.033060e-06	4	9.586410e-03	8.590650e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.277540e-02	3.466990e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
392           	DILUPBiCGStab	6.944510e-04	4.590140e-06	4	9.408500e-03	8.476840e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.928540e-02	3.270390e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
393           	DILUPBiCGStab	6.945500e-04	5.893580e-06	3	9.324590e-03	7.860230e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.592210e-02	3.012860e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
394           	DILUPBiCGStab	6.960390e-04	5.956460e-06	3	9.245670e-03	5.819610e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.288420e-02	2.687880e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
395           	DILUPBiCGStab	6.967880e-04	5.884420e-06	3	9.216700e-03	4.887210e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.053300e-02	2.333720e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
396           	DILUPBiCGStab	6.920630e-04	5.519500e-06	3	9.194650e-03	7.420590e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.905860e-02	2.073220e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
397           	DILUPBiCGStab	6.929380e-04	4.104240e-06	4	9.167090e-03	8.869440e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.805100e-02	1.951970e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
398           	DILUPBiCGStab	6.895370e-04	6.347690e-06	3	9.209940e-03	5.871290e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.740330e-02	2.347840e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
399           	DILUPBiCGStab	6.853930e-04	6.098920e-06	3	9.348720e-03	4.911200e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.658020e-02	1.864430e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
400           	DILUPBiCGStab	6.784050e-04	6.338510e-06	3	9.523670e-03	4.738930e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.535860e-02	1.605810e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
401           	DILUPBiCGStab	6.751990e-04	3.249160e-06	4	9.769270e-03	4.871840e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.409820e-02	1.446600e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
402           	DILUPBiCGStab	6.675320e-04	3.536720e-06	4	9.966040e-03	5.225520e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.341630e-02	2.278530e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
403           	DILUPBiCGStab	6.700680e-04	5.514820e-06	3	1.026490e-02	5.894570e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.340850e-02	1.547930e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
404           	DILUPBiCGStab	6.662980e-04	5.395930e-06	3	1.055300e-02	7.155600e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.374680e-02	1.803070e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
405           	DILUPBiCGStab	6.624030e-04	6.550000e-06	3	1.084650e-02	9.318730e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.409810e-02	1.835820e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
406           	DILUPBiCGStab	6.550580e-04	3.995390e-06	4	1.119970e-02	1.093820e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.489660e-02	1.970330e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
407           	DILUPBiCGStab	6.683940e-04	3.704300e-06	4	1.168480e-02	1.132920e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.563170e-02	2.099950e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
408           	DILUPBiCGStab	6.732950e-04	3.686530e-06	4	1.215380e-02	1.152950e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.716360e-02	2.167090e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
409           	DILUPBiCGStab	6.831260e-04	3.584620e-06	4	1.271070e-02	5.389620e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.960010e-02	2.208410e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
410           	DILUPBiCGStab	6.888520e-04	3.623220e-06	4	1.318610e-02	6.325830e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.256370e-02	2.379270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
411           	DILUPBiCGStab	6.925950e-04	6.118930e-06	3	1.366010e-02	1.313270e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.688240e-02	2.466260e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
412           	DILUPBiCGStab	6.996830e-04	4.040520e-06	4	1.400010e-02	1.041340e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.127760e-02	2.574900e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
413           	DILUPBiCGStab	7.032450e-04	3.995870e-06	4	1.405270e-02	9.384450e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.395880e-02	2.822010e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
414           	DILUPBiCGStab	7.087570e-04	6.462010e-06	3	1.337660e-02	8.980970e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.708190e-02	2.941740e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
415           	DILUPBiCGStab	7.068850e-04	5.712530e-06	3	1.258910e-02	1.231010e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.665670e-02	2.879450e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
416           	DILUPBiCGStab	7.055510e-04	5.783500e-06	3	1.213010e-02	1.111240e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.450680e-02	2.765780e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
417           	DILUPBiCGStab	7.153530e-04	6.108160e-06	3	1.205630e-02	1.087960e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.416600e-02	4.393230e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
418           	DILUPBiCGStab	7.224730e-04	3.779000e-06	4	1.244450e-02	1.124910e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.339130e-02	2.682360e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
419           	DILUPBiCGStab	7.356650e-04	4.170960e-06	4	1.307240e-02	1.124360e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.217430e-02	2.675350e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
420           	DILUPBiCGStab	7.566680e-04	3.994720e-06	4	1.391110e-02	7.283800e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.085450e-02	4.004120e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
421           	DILUPBiCGStab	7.793960e-04	5.488670e-06	4	1.482940e-02	8.038780e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.081630e-02	2.525280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
422           	DILUPBiCGStab	7.926970e-04	4.101190e-06	4	1.545370e-02	9.681830e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.830820e-02	2.670070e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
423           	DILUPBiCGStab	7.963090e-04	4.213160e-06	4	1.575600e-02	1.052960e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.611730e-02	2.727280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
424           	DILUPBiCGStab	7.889200e-04	5.764070e-06	4	1.574190e-02	1.419380e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.445890e-02	2.886650e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
425           	DILUPBiCGStab	7.756060e-04	7.399540e-06	3	1.551930e-02	1.127460e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.247710e-02	2.607200e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
426           	DILUPBiCGStab	7.647420e-04	6.456450e-06	4	1.517820e-02	1.361160e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.193930e-02	2.199060e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
427           	DILUPBiCGStab	7.531130e-04	6.926900e-06	3	1.479930e-02	1.335990e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.222810e-02	2.246910e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
428           	DILUPBiCGStab	7.262950e-04	6.705700e-06	4	1.447730e-02	1.211320e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.322870e-02	2.298160e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
429           	DILUPBiCGStab	7.220200e-04	4.726410e-06	4	1.414180e-02	1.191820e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.448130e-02	2.437200e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
430           	DILUPBiCGStab	7.028360e-04	4.405540e-06	4	1.376650e-02	1.357390e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.650750e-02	2.519930e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
431           	DILUPBiCGStab	6.939840e-04	3.522500e-06	4	1.334670e-02	8.326800e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.920550e-02	2.667340e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
432           	DILUPBiCGStab	6.840450e-04	6.422050e-06	3	1.296360e-02	7.600830e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.115680e-02	2.764890e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
433           	DILUPBiCGStab	6.729700e-04	6.491890e-06	3	1.256630e-02	1.192500e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.045280e-02	3.992160e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
434           	DILUPBiCGStab	6.642200e-04	3.816780e-06	4	1.223220e-02	1.139150e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.810440e-02	3.792800e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
435           	DILUPBiCGStab	6.527950e-04	3.791470e-06	4	1.199700e-02	1.031640e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.558660e-02	2.202800e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
436           	DILUPBiCGStab	6.438040e-04	3.312990e-06	4	1.181250e-02	9.837610e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.306230e-02	2.401850e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
437           	DILUPBiCGStab	6.294270e-04	3.014950e-06	4	1.164380e-02	8.287460e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.015950e-02	2.493390e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
438           	DILUPBiCGStab	6.130260e-04	5.915920e-06	3	1.154970e-02	6.982020e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.804580e-02	2.373940e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
439           	DILUPBiCGStab	6.023790e-04	4.174920e-06	4	1.152280e-02	7.394400e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.684280e-02	2.384070e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
440           	DILUPBiCGStab	5.830610e-04	4.985140e-06	4	1.152860e-02	8.248010e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.572080e-02	2.503540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
441           	DILUPBiCGStab	5.777350e-04	8.630900e-07	5	1.164600e-02	1.101030e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.459330e-02	1.723280e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
442           	DILUPBiCGStab	5.676590e-04	4.436020e-06	3	1.178230e-02	1.078100e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.367600e-02	1.625410e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
443           	DILUPBiCGStab	5.709040e-04	4.594630e-06	3	1.201510e-02	1.105040e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.303770e-02	2.245530e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
444           	DILUPBiCGStab	5.540360e-04	7.201710e-07	5	1.215010e-02	1.121920e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.384650e-02	2.207140e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
445           	DILUPBiCGStab	5.583060e-04	4.821470e-06	3	1.230670e-02	1.140170e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.288320e-02	2.101580e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
446           	DILUPBiCGStab	5.548970e-04	4.471460e-06	3	1.235370e-02	1.126570e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.279970e-02	1.939950e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
447           	DILUPBiCGStab	5.408080e-04	5.301770e-06	3	1.208610e-02	1.091380e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.302710e-02	1.736330e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
448           	DILUPBiCGStab	5.456610e-04	2.645730e-06	4	1.162760e-02	1.043080e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.349770e-02	1.705660e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
449           	DILUPBiCGStab	5.372740e-04	2.346460e-06	4	1.122300e-02	1.027240e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.467450e-02	1.877540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
450           	DILUPBiCGStab	5.361870e-04	2.245920e-06	4	1.087310e-02	5.592520e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.778690e-02	1.896180e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
451           	DILUPBiCGStab	5.220860e-04	2.241360e-06	4	1.060980e-02	4.571500e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.751700e-02	1.998950e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
452           	DILUPBiCGStab	5.291250e-04	2.273100e-06	4	1.042280e-02	4.930390e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.884050e-02	1.971070e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
453           	DILUPBiCGStab	5.228180e-04	2.175470e-06	4	1.034280e-02	5.549550e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.066340e-02	2.204990e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
454           	DILUPBiCGStab	4.947470e-04	2.095850e-06	4	1.029390e-02	5.279800e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.287660e-02	2.533300e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
455           	DILUPBiCGStab	4.904090e-04	2.115850e-06	4	1.050220e-02	5.325700e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.414610e-02	2.612390e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
456           	DILUPBiCGStab	4.935870e-04	4.793340e-06	3	1.074130e-02	5.335300e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.528440e-02	2.532860e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
457           	DILUPBiCGStab	5.083570e-04	4.634690e-06	3	1.053210e-02	1.034750e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.684830e-02	3.602900e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
458           	DILUPBiCGStab	5.210930e-04	4.536710e-06	3	9.888780e-03	9.801970e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.855620e-02	3.109970e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
459           	DILUPBiCGStab	5.358650e-04	4.378470e-06	3	9.189660e-03	8.964950e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.015900e-02	3.316130e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
460           	DILUPBiCGStab	5.428310e-04	2.512260e-06	4	8.539670e-03	8.052530e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.048770e-02	3.417890e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
461           	DILUPBiCGStab	5.447400e-04	4.766680e-06	3	7.961350e-03	7.629990e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.971040e-02	3.191270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
462           	DILUPBiCGStab	5.485670e-04	4.602800e-06	3	7.565100e-03	3.333070e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.888270e-02	2.913770e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
463           	DILUPBiCGStab	5.576490e-04	4.591330e-06	3	7.470010e-03	3.225710e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.770600e-02	3.045740e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
464           	DILUPBiCGStab	5.684760e-04	4.647310e-06	3	7.643180e-03	2.851680e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.724660e-02	3.087920e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
465           	DILUPBiCGStab	5.806320e-04	4.751000e-06	3	8.020730e-03	7.517390e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.734880e-02	3.141790e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
466           	DILUPBiCGStab	5.936880e-04	3.809170e-06	4	8.798530e-03	7.413070e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.856090e-02	3.037440e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
467           	DILUPBiCGStab	6.037600e-04	4.467050e-06	4	9.691480e-03	9.118170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.028370e-02	2.917390e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
468           	DILUPBiCGStab	6.037050e-04	5.894140e-06	3	1.041230e-02	8.990150e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.164880e-02	2.806680e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
469           	DILUPBiCGStab	5.872760e-04	6.675050e-07	5	1.091670e-02	9.631270e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.019950e-02	2.417760e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
470           	DILUPBiCGStab	5.748370e-04	2.753810e-06	4	1.125260e-02	1.068660e-05	6	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.696120e-02	2.565170e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
471           	DILUPBiCGStab	5.571300e-04	4.801940e-06	4	1.138900e-02	4.708340e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.430450e-02	2.689210e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
472           	DILUPBiCGStab	5.288680e-04	3.245790e-06	4	1.139430e-02	6.179160e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.145940e-02	2.775570e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
473           	DILUPBiCGStab	5.195770e-04	2.217520e-06	4	1.130490e-02	3.095370e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.904680e-02	2.083220e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
474           	DILUPBiCGStab	4.927090e-04	2.235340e-06	4	1.109700e-02	1.182270e-05	6	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.741310e-02	1.950280e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
475           	DILUPBiCGStab	4.931520e-04	2.214220e-06	4	1.096570e-02	7.326840e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.605870e-02	2.570030e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
476           	DILUPBiCGStab	4.806310e-04	4.732440e-06	3	1.083410e-02	5.300520e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.542130e-02	2.209990e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
477           	DILUPBiCGStab	4.476700e-04	4.155510e-06	3	1.072710e-02	5.235580e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.525450e-02	1.862990e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
478           	DILUPBiCGStab	4.271490e-04	3.419070e-06	4	1.069890e-02	7.424840e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.500440e-02	1.802970e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
479           	DILUPBiCGStab	4.274800e-04	3.488780e-06	4	1.076860e-02	7.775340e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.475190e-02	1.714170e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
480           	DILUPBiCGStab	4.360680e-04	3.987180e-06	3	1.082700e-02	6.307650e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.399140e-02	1.531120e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
481           	DILUPBiCGStab	4.344250e-04	3.788210e-06	3	1.089720e-02	1.072640e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.357100e-02	2.322840e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
482           	DILUPBiCGStab	4.371130e-04	3.773470e-06	3	1.090540e-02	5.213580e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.376870e-02	2.218780e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
483           	DILUPBiCGStab	4.031210e-04	3.531190e-06	3	1.074700e-02	5.415210e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.377980e-02	2.234350e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
484           	DILUPBiCGStab	4.181950e-04	3.691780e-06	3	1.041900e-02	4.914070e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.396260e-02	2.231050e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
485           	DILUPBiCGStab	4.251150e-04	3.564820e-06	3	1.004220e-02	1.727350e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.415300e-02	2.265440e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
