# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
189           	DILUPBiCGStab	1.240180e-03	1.021800e-05	3	1.977560e-02	1.326580e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.492010e-02	2.411620e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
190           	DILUPBiCGStab	1.266830e-03	1.051670e-05	3	1.950230e-02	1.666440e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.496200e-02	3.328170e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
191           	DILUPBiCGStab	1.221710e-03	9.660670e-06	3	1.913940e-02	1.578380e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.504960e-02	3.082910e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
192           	DILUPBiCGStab	1.172880e-03	6.587750e-06	4	1.878440e-02	3.079710e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.563920e-02	3.388360e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
193           	DILUPBiCGStab	1.178170e-03	9.078960e-06	3	1.842400e-02	3.270450e-05	5	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.671450e-02	2.357830e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
194           	DILUPBiCGStab	1.186050e-03	9.056850e-06	3	1.808060e-02	1.440090e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.738590e-02	2.445410e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
195           	DILUPBiCGStab	1.183150e-03	9.013260e-06	3	1.772360e-02	1.481140e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.761130e-02	3.662190e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
196           	DILUPBiCGStab	1.177840e-03	9.131400e-06	3	1.728690e-02	7.615980e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.807600e-02	3.179010e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
197           	DILUPBiCGStab	1.166290e-03	6.855210e-06	4	1.680610e-02	7.579220e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.905560e-02	3.079700e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
198           	DILUPBiCGStab	1.164050e-03	5.281240e-06	4	1.636990e-02	9.769850e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.009130e-02	3.460600e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
199           	DILUPBiCGStab	1.158100e-03	4.355580e-06	4	1.596710e-02	1.232080e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.133040e-02	4.114360e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
200           	DILUPBiCGStab	1.154930e-03	4.288060e-06	4	1.555100e-02	1.182040e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.230320e-02	3.216800e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
201           	DILUPBiCGStab	1.139020e-03	4.636650e-06	4	1.512450e-02	1.128760e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.306130e-02	4.012880e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
202           	DILUPBiCGStab	1.139410e-03	5.152140e-06	4	1.479550e-02	1.220840e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.330530e-02	3.138210e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
203           	DILUPBiCGStab	1.134560e-03	4.703200e-06	4	1.445500e-02	5.405690e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.265290e-02	3.689880e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
204           	DILUPBiCGStab	1.121680e-03	4.331210e-06	4	1.405850e-02	1.271210e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.176350e-02	3.993410e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
205           	DILUPBiCGStab	1.111870e-03	4.202260e-06	4	1.373990e-02	1.187620e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.060460e-02	3.265150e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
206           	DILUPBiCGStab	1.097900e-03	4.208600e-06	4	1.336690e-02	1.169770e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.001410e-02	2.810250e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
207           	DILUPBiCGStab	1.089790e-03	4.402300e-06	4	1.303090e-02	1.146570e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.838760e-02	2.511280e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
208           	DILUPBiCGStab	1.078670e-03	4.259510e-06	4	1.269990e-02	1.062280e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.669710e-02	3.180430e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
209           	DILUPBiCGStab	1.069510e-03	4.175980e-06	4	1.241260e-02	9.751230e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.519110e-02	2.624240e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
210           	DILUPBiCGStab	1.059500e-03	1.336760e-06	5	1.216330e-02	9.320470e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.388550e-02	2.256280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
211           	DILUPBiCGStab	1.050090e-03	1.191230e-06	5	1.193480e-02	1.015510e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.280270e-02	2.031310e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
212           	DILUPBiCGStab	1.041900e-03	9.205750e-06	3	1.174520e-02	9.212570e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.162630e-02	1.932220e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
213           	DILUPBiCGStab	1.036320e-03	7.700480e-06	3	1.164040e-02	1.025560e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.034360e-02	2.983170e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
214           	DILUPBiCGStab	1.024090e-03	6.735250e-06	4	1.155470e-02	1.073440e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.930100e-02	2.605160e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
215           	DILUPBiCGStab	1.018080e-03	9.459200e-06	3	1.153830e-02	5.136260e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.826460e-02	2.824790e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
216           	DILUPBiCGStab	9.964790e-04	8.060930e-06	3	1.143940e-02	5.598760e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.753650e-02	1.860510e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
217           	DILUPBiCGStab	9.797100e-04	7.697000e-06	3	1.139150e-02	1.064880e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.688420e-02	2.131820e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
218           	DILUPBiCGStab	9.700700e-04	7.947030e-06	3	1.138940e-02	7.501360e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.600030e-02	2.300720e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
219           	DILUPBiCGStab	9.601130e-04	8.350460e-06	3	1.144490e-02	1.088400e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.512170e-02	2.189980e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
220           	DILUPBiCGStab	9.560630e-04	8.544780e-06	3	1.155330e-02	1.058570e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.428690e-02	2.019300e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
221           	DILUPBiCGStab	9.445190e-04	8.032510e-06	3	1.167350e-02	1.053380e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.359550e-02	2.065450e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
222           	DILUPBiCGStab	9.421890e-04	7.162140e-06	3	1.182280e-02	1.064990e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.313800e-02	1.948100e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
223           	DILUPBiCGStab	9.435880e-04	9.163250e-06	5	1.197790e-02	1.085500e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.282810e-02	1.706190e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
224           	DILUPBiCGStab	9.500500e-04	5.450140e-06	4	1.216340e-02	1.123750e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.281530e-02	1.660850e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
225           	DILUPBiCGStab	9.519760e-04	3.553070e-06	4	1.234020e-02	1.138320e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.254540e-02	1.628390e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
226           	DILUPBiCGStab	9.539240e-04	9.365390e-06	3	1.245920e-02	1.150380e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.226870e-02	1.504770e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
227           	DILUPBiCGStab	9.532130e-04	3.558680e-06	4	1.249310e-02	1.150850e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.181590e-02	1.433380e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
228           	DILUPBiCGStab	9.526560e-04	4.197220e-06	4	1.241950e-02	1.151720e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.164120e-02	2.123400e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
229           	DILUPBiCGStab	9.589110e-04	7.453260e-06	3	1.230750e-02	1.218680e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.134120e-02	1.929850e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
230           	DILUPBiCGStab	9.715430e-04	8.168240e-06	3	1.215420e-02	1.047750e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.126870e-02	1.258810e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
231           	DILUPBiCGStab	9.818870e-04	8.398250e-06	3	1.184300e-02	1.063040e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.145840e-02	1.525920e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
232           	DILUPBiCGStab	9.896410e-04	8.940000e-06	3	1.148030e-02	9.385150e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.213910e-02	1.762340e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
233           	DILUPBiCGStab	9.934350e-04	9.893340e-06	3	1.107550e-02	1.006520e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.295340e-02	1.970120e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
234           	DILUPBiCGStab	9.958210e-04	4.327350e-06	4	1.066400e-02	5.177720e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.392620e-02	2.075580e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
235           	DILUPBiCGStab	1.006680e-03	3.842740e-06	4	1.039360e-02	1.029750e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.533300e-02	2.071040e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
236           	DILUPBiCGStab	1.015730e-03	4.332340e-06	4	1.026860e-02	9.043680e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	2.758840e-02	2.152680e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
237           	DILUPBiCGStab	1.028430e-03	7.870000e-06	3	1.043140e-02	8.504380e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.056490e-02	2.339480e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
238           	DILUPBiCGStab	1.050410e-03	8.230310e-06	3	1.109230e-02	8.021370e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.392030e-02	2.418460e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
239           	DILUPBiCGStab	1.064190e-03	8.708800e-06	3	1.218390e-02	7.877170e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.791620e-02	2.818470e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
240           	DILUPBiCGStab	1.101280e-03	9.334090e-06	3	1.397540e-02	8.801400e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.841960e-02	2.848790e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
241           	DILUPBiCGStab	1.122270e-03	6.203360e-06	4	1.596900e-02	1.095040e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.954500e-02	3.786020e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
242           	DILUPBiCGStab	1.138080e-03	6.947160e-06	4	1.711870e-02	9.698140e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.931270e-02	3.369170e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
243           	DILUPBiCGStab	1.153000e-03	6.442530e-06	4	1.668050e-02	1.182370e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.697420e-02	3.165790e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
244           	DILUPBiCGStab	1.162770e-03	9.942160e-06	3	1.479130e-02	7.984140e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.483970e-02	3.404680e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
245           	DILUPBiCGStab	1.173030e-03	9.961070e-06	3	1.300620e-02	6.777900e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.365350e-02	2.301540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
246           	DILUPBiCGStab	1.190070e-03	1.126450e-05	3	1.193800e-02	5.989650e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.341400e-02	2.428900e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
247           	DILUPBiCGStab	1.209640e-03	5.118080e-06	4	1.168210e-02	8.542530e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.465150e-02	3.453510e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
248           	DILUPBiCGStab	1.249560e-03	7.317930e-06	4	1.205680e-02	1.200360e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.887190e-02	3.612740e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
249           	DILUPBiCGStab	1.292510e-03	1.108640e-05	3	1.290310e-02	1.023190e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.945870e-02	2.505110e-04	7	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
250           	DILUPBiCGStab	1.343970e-03	8.194480e-06	4	1.432970e-02	7.844380e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.079570e-02	3.963440e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
251           	DILUPBiCGStab	1.176530e-03	9.934580e-06	3	1.561400e-02	9.584600e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.162660e-02	3.332670e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
252           	DILUPBiCGStab	1.421270e-03	1.325180e-05	3	1.814950e-02	1.408970e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.165890e-02	2.942720e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
253           	DILUPBiCGStab	1.456560e-03	7.173260e-06	4	1.980530e-02	8.479720e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.277710e-02	3.450440e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
254           	DILUPBiCGStab	1.481670e-03	1.373040e-05	3	2.083070e-02	1.433850e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.696260e-02	4.067510e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
255           	DILUPBiCGStab	1.476590e-03	1.118470e-05	3	2.127210e-02	1.050020e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	5.024980e-02	4.571500e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
256           	DILUPBiCGStab	1.457510e-03	7.040050e-06	4	2.126680e-02	1.378220e-04	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.863980e-02	4.704700e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
257           	DILUPBiCGStab	1.430100e-03	7.275980e-06	4	2.073060e-02	1.981130e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.619120e-02	4.224090e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
258           	DILUPBiCGStab	1.392550e-03	1.157340e-05	3	1.990850e-02	1.855450e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.348070e-02	3.609890e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
259           	DILUPBiCGStab	1.365950e-03	1.121560e-05	3	1.902580e-02	1.727840e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.266330e-02	3.496970e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
260           	DILUPBiCGStab	1.339170e-03	1.253500e-05	3	1.841850e-02	1.659220e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.308330e-02	3.631270e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
261           	DILUPBiCGStab	1.320830e-03	1.149440e-05	3	1.814730e-02	1.638350e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.326270e-02	3.755870e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
262           	DILUPBiCGStab	1.301060e-03	1.037100e-05	3	1.812610e-02	1.620620e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.319200e-02	4.066970e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
263           	DILUPBiCGStab	1.283500e-03	9.832740e-06	3	1.803450e-02	1.575910e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.316150e-02	3.949240e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
264           	DILUPBiCGStab	1.275410e-03	9.996340e-06	3	1.806120e-02	1.550790e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.264510e-02	3.316280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
265           	DILUPBiCGStab	1.260710e-03	9.978310e-06	3	1.798520e-02	1.548110e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.169810e-02	2.761170e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
266           	DILUPBiCGStab	1.250890e-03	9.790470e-06	3	1.785800e-02	1.529470e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	4.047590e-02	3.436550e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
267           	DILUPBiCGStab	1.245100e-03	9.292390e-06	3	1.758870e-02	1.489730e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.924480e-02	3.309760e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
268           	DILUPBiCGStab	1.236650e-03	9.215630e-06	3	1.725700e-02	1.447020e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.901720e-02	3.276220e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
269           	DILUPBiCGStab	1.223710e-03	8.212140e-06	4	1.691950e-02	1.410760e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.890210e-02	3.120130e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
270           	DILUPBiCGStab	1.198380e-03	6.852010e-06	4	1.648790e-02	1.368840e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.883570e-02	3.148980e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
271           	DILUPBiCGStab	1.185010e-03	6.048760e-06	4	1.610250e-02	1.325690e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.873540e-02	3.174800e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
272           	DILUPBiCGStab	1.144460e-03	1.052250e-05	3	1.551340e-02	1.259630e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.883440e-02	3.288690e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
273           	DILUPBiCGStab	1.154160e-03	8.357550e-06	3	1.516170e-02	1.225040e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.880400e-02	3.466650e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
274           	DILUPBiCGStab	1.134600e-03	8.542930e-06	3	1.464970e-02	1.178150e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.892990e-02	3.621370e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
275           	DILUPBiCGStab	1.118260e-03	8.473980e-06	3	1.419510e-02	1.137490e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.908460e-02	3.632540e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
276           	DILUPBiCGStab	1.102710e-03	7.933530e-06	3	1.370240e-02	1.101890e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.946100e-02	3.359950e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
277           	DILUPBiCGStab	1.086890e-03	7.798480e-06	3	1.319900e-02	1.074160e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.962150e-02	2.952060e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
278           	DILUPBiCGStab	1.073390e-03	8.932580e-06	3	1.271800e-02	1.052730e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.947120e-02	3.307760e-04	5	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
279           	DILUPBiCGStab	1.059520e-03	8.480410e-06	3	1.227480e-02	1.023860e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.946410e-02	2.676660e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
280           	DILUPBiCGStab	1.049750e-03	7.703760e-06	3	1.186870e-02	9.879470e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.929790e-02	3.042430e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
281           	DILUPBiCGStab	1.035710e-03	7.690640e-06	3	1.147410e-02	7.141620e-05	4	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.852310e-02	2.805540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
282           	DILUPBiCGStab	1.028030e-03	7.748550e-06	3	1.120340e-02	1.031720e-04	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.750260e-02	2.753280e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
283           	DILUPBiCGStab	1.017320e-03	8.023370e-06	3	1.091310e-02	9.743670e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.646640e-02	2.578900e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
284           	DILUPBiCGStab	1.003050e-03	8.212350e-06	3	1.058220e-02	9.589670e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.567510e-02	2.521540e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
285           	DILUPBiCGStab	9.885790e-04	8.613660e-06	3	1.032210e-02	9.354450e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.501150e-02	2.441440e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
286           	DILUPBiCGStab	9.773800e-04	7.898010e-06	3	1.009450e-02	9.314830e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.438740e-02	2.532710e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
287           	DILUPBiCGStab	9.670700e-04	7.729520e-06	3	9.934210e-03	9.381020e-05	3	false	DILUPBiCGStab	4.430860e-09	4.430860e-09	0	true	GAMG	3.362620e-02	2.383710e-04	6	true	DILUPBiCGStab	2.342360e-13	2.342360e-13	0	true
